gtin;nome;unidade;valorVenda;valorCompra;estoqueAtual;codigoNCM;codigoCEST;produtoBalanca;balancaCaixa
7898918330110;REQUEIJAO SUL DE MINAS;UN;10,90;3,00;0;39241000;;;
7898912692016;RODO PUXA SECA 30CM;UN;4,30;7,20;-15;;;;
7898912692023;RODO PUXA SECA 40CM;UN;4,50;7,50;-15;;;;
7896300500011;ROLO ALUMINIO 7,5 M SLUMILESTE 30CM;UN;4,29;7,00;-3;76072000;;;
7898296162013;SAB AROEIRA 90GR NATUS;UN;1,99;4,00;;34011190;;;
7898351965177;SAB BARBATIMAO BARRA;UN;2,00;4,00;;34011190;;;
7891150059870;SAB LUX ROSAS FRANCESAS;UN;1,89;3,00;-16;34011190;;;
7891150059849;SAB.LUX BOT 85G BUQ.JASMIM;UN;1,89;3,00;-46;34011190;;;
7891150059887;SAB.LUX BOT 85G LAVANDA;UN;1,89;3,00;-2;34011190;;;
127;SABAO EM BARRA YPE AZUL 180G;UN;2,78;4,35;-25;34011900;;;
128;SABAO GLICER NEUTRO YPE 180G;UN;1,70;2,90;-51;34011900;;;
7891150100244;SABAO OMO 800G;UN;8,99;15,00;;;;;
7891150064317;SABAO PO OMO LAV PERF 800G;UN;8,69;15,00;-51;30024115;;;
7896090403127;SABON FRANCIS BAMBU MUSGO;UN;3,35;5,00;-7;34011190;;;
7896090400010;SABON FRANCIS R DE VERSAILLES;UN;3,35;5,00;-21;34011190;;;
7896098909669;SABONETE ACTION YPE;UN;1,39;2,00;-28;;;;
7897664171725;SABONETE ALBANY 85G OLEO MACADAMIA AVEIA;UN;0,99;2,00;;34011190;;;
7897664171701;SABONETE ALBANY HIDRATACAO INTENSIVA 85G;UN;0,99;2,00;-16;34011190;;;
7897664171718;SABONETE ALBANY HIDRATACAO SUAVIZANTE 85G;UN;0,99;2,00;;34011190;;;
7908324403992;SABONETE ALBANY PERF DA NATUREZA;UN;1,09;2,00;-5;;;;
68;SABONETE BIONATURE 90G VARIOS;UN;2,00;4,00;-29;;;;
7896023408199;SABONETE CAMOMILA LIVY  85G;UN;1,29;2,00;-12;34011190;;;
7896023408182;SABONETE CASTANHA  LIVY 85;UN;1,29;2,00;-3;34011190;;;
7896023408229;SABONETE ERVA DOCE LIVY 85G;UN;1,19;2,00;-15;34011190;;;
7896098902257;SABONETE FLOR DE YPE 85G AGUA COCO ALECRIM;UN;1,09;2,00;;34011190;;;
7896098902233;SABONETE FLOR DE YPE 85G MACA FRAMBOESA;UN;1,29;2,00;-10;34011190;;;
7896098902264;SABONETE FLOR DE YPE 85G ROSAS BRANCAS AVELA;UN;1,29;2,00;-23;34011190;;;
7896098902271;SABONETE FLOR YPE BAUNILHA E AMENDOAS;UN;1,29;2,00;0;34011190;;;
7896090403233;SABONETE FRANCIS CLASSICO 90G AZUL;UN;3,30;5,00;-6;34011190;;;
7891176118032;SABONETE FRANCIS CLASSICO 90G PRETO;UN;3,25;5,00;;34011190;;;
7896090403134;SABONETE FRANCIS JASMIN BAUNILHA;UN;3,35;5,00;0;;;;
6548988;SAL DO HIMALAIA FINO;UN;4,00;2,00;0;11041900;;;
6954231;SAL DO HIMALAIA GROSSO;UN;7,80;13,00;0;17019100;;;
7896110100043;SAL FINO LEBRE  1 KG;UN;1,99;3,00;-107;25010020;;;
7896110100814;SAL GROSSO CHURRASCO LEBRE 1 KG;UN;2,09;3,40;-50;25010011;;;
7896499902627;SALG LOBITS 40G CEBOLA;UN;1,29;2,00;-23;10059090;;;
7896499901934;SALG LOBITS MAX 70G CEBOLA;UN;1,79;3,00;;19041000;;;
7896499902665;SALG.LOBITS QUEIJO 40G;UN;1,29;2,00;-3;19059090;;;
7896005219966;SALGADINHO  CHURRASCO LEVINHOS  50G;UN;1,59;2,50;;19059090;;;
7892840823177;SALGADINHO FOFURA 60G CEBOLA;UN;1,99;3,00;;;;;
7892840819026;SALGADINHO FOFURA CEBOLA;UN;0,99;2,00;;;;;
7892840823191;SALGADINHO FOFURA CHURRASCO 60G;UN;1,89;3,00;-16;;;;
7892840823207;SALGADINHO FOFURA PRESUNTO 60G;UN;1,69;3,00;;;;;
7892840819057;SALGADINHO FOFURA QUEIJO;UN;0,99;2,00;;;;;
7892840823214;SALGADINHO FOFURA QUEIJO 60G;UN;1,89;3,00;;;;;
7896499902634;SALGADINHO LOBITS PRESUNTO;UN;1,19;2,00;;;;;
7896005219942;SALGADINHO SOL BACON 50G;UN;1,09;1,70;;;;;
7896005219959;SALGADINHO SOL CEBOLA 50G;UN;1,59;2,50;-3;;;;
7896005219980;SALGADINHO SOL PRESUNTO 50G;UN;1,59;2,50;-2;;;;
7891167021013;SARDINHA  GOMES DA COSTA 125G;UN;4,00;6,50;-27;16041310;;;
7891167021020;SARDINHA  GOMES DA COSTA TOMATE 125G;UN;3,99;6,00;-7;16041310;;;
7896009301049;SARDINHA COQUEIRO 125G OLEO .;UN;4,00;6,50;-59;16041310;;;
7896009301063;SARDINHA COQUEIRO 125G TOMATE .;UN;3,79;6,50;-96;16041310;;;
7898342050240;SARDINHA NAUTIQUE PQ OLEO LATA;UN;3,55;5,50;-1;16041310;;;
7896114901738;SARDINHA PESCADOR 125G OLEO;UN;4,29;5,50;-7;16041310;;;
120;SARDINHA SALGADA;KG;19,80;30,00;-26,046;;;;
7891132019717;SAZON 60G MASSAS E MOLHOS;UN;3,69;6,70;;21039021;;;
7891132000449;SAZON ARROZ 60G;UN;3,89;6,70;-1;21039021;;;
7898951015128;SEBO DE CARNEIRO;UN;2,50;2,00;0;09109900;;;
005;SEBO DE CARNEIRO PQ;UN;2,50;5,00;-29;;;;
7899659900815;SELETA BONARE LT 170G;UN;2,69;4,50;-7;20059900;;;
7898460933708;SELETA DE LEGUMES SELECT;UN;2,85;4,50;;;;;
12341344;SEMENTE DE CHIA;KG;20,00;40,00;0;12089000;;;
04;SEMENTE DE CHIA GRANEL;KG;14,00;24,00;-12,108;22072020;;;
13;SEMENTE DE LINHACA;KG;7,40;12,50;-16,496;07135010;;;
7894904082713;SENE FOLHA 25G;UN;0,80;1,50;-22;;;;
7899085683511;SEQUILHOS COCO ADBEEL 200G;UN;3,80;5,75;-12;;;;
7896809250028;SEQUILHOS MOREL 200G;UN;3,65;5,50;-20;19053100;;;
7898095630089;SORDAS PERILIMA O LACTOSE200G;UN;4,00;6,00;-13;;;;
7896327516774;SUCO APTI MARACUJA;UN;0,65;1,00;;;;;
7896327516804;SUCO APTI MORANGO 20G;UN;0,55;1,00;;;;;
7898608071309;SUCO BR FRUIT LARANJA 200ML;UN;1,29;2,40;-30;;;;
7898027656842;SUCO CAMP CAJU;UN;0,59;1,00;-5;21069010;;;
7898027654817;SUCO CAMP GOIABA 200ML;UN;1,45;2,40;-1;22021000;;;
7898027656583;SUCO CAMP LARANJA;UN;0,60;1,00;-49;21069010;;;
7898027654886;SUCO CAMP LARANJA 200ML;UN;1,19;2,40;0;;;;
7898027656682;SUCO CAMP LIMAO 15G;UN;0,59;1,00;-25;;;;
7898027656606;SUCO CAMP MARACUJA 15G;UN;0,59;1,00;-39;;;;
7898027654152;SUCO CAMP NECTAR LARANJA LT;UN;4,49;6,50;;22029900;;;
7898027654114;SUCO CAMP UVA 1 LITRO;UN;4,59;6,50;;22029900;;;
7898920195103;SUCO DE  LARANJA NUTRINECTAR CAIXA 1L;UN;4,29;6,50;;22029900;;;
7898192030072;SUCO DE  UVA SUFRESH CAIXA 1L;UN;4,09;6,50;;22021000;;;
7896000593979;SUCO DE ABACAXI MAGUARY 1L;UN;4,29;6,50;;22029900;;;
7896000530066;SUCO DE LARANJA MAGUARY 1 LITRO;UN;3,99;6,50;;22029900;;;
7896000530325;SUCO DE UVA MAGUARY 1 LITRO;UN;3,99;6,50;;22029900;;;
7896000594099;SUCO DE UVA MAGUARY 200ML;UN;1,45;2,40;-2;22029900;;;
7898920195240;SUCO DE UVA NUTRINECTAR 200ML;UN;1,29;2,40;-34;22029900;;;
7622210571526;SUCO EM PO  MANGA TANG 18G;UN;0,86;1,50;-117;21069010;;;
7896327516736;SUCO EM PO APTI LARANJA;UN;0,58;1,00;-18;;;;
7896327516729;SUCO EM PO APTI LIMAO 20G;UN;0,58;1,00;-18;21069010;;;
7898027656668;SUCO EM PO CAMP UVA 15G;UN;0,58;1,00;-60;;;;
7898617581394;SUCO EM PO LIMAO MARATA 25G;UN;0,55;1,00;;;;;
7622210571755;SUCO EM PO SABOR ABACAXI TANG 18G;UN;0,86;1,50;-93;20098913;;;
7622210571601;SUCO EM PO TANG LARANJA 18G;UN;0,86;1,50;-153;21069010;;;
7622210571540;SUCO EM PO TANG LIMAO 18G;UN;0,86;1,50;-252;21069010;;;
7622300862039;SUCO EM PO TANG PESSEGO 18G;UN;0,86;1,50;-1;21069010;;;
7622210571786;SUCO EM PO TANG UVA 18G;UN;0,86;1,50;-198;21069010;;;
7896045112135;SUCO FRISCO MARACUJA;UN;0,62;1,00;;;;;
7896045112142;SUCO FRISCO MORANGO;UN;0,59;1,00;-15;;;;
7896045112616;SUCO FRISCO MORANGO C IOGURTE;UN;0,59;1,00;;;;;
7898378180133;SUCO LARANJA MARATA 200ML;UN;1,59;2,50;-63;22029900;;;
7898378180010;SUCO LARANJA MARATA CAIXA 1L;UN;4,69;7,50;-12;22029900;;;
7898192030591;SUCO LARANJA SUFRESH CAIXA 200ML;UN;1,45;2,40;0;22021000;;;
7898378180447;SUCO MARACUJA MARATA 200ML;UN;1,59;2,50;-21;22029900;;;
7898378180034;SUCO MARATA 1L MANGA;UN;4,69;7,50;-1;20093100;;;
7898378180768;SUCO MARATA ABACAXI 1L;UN;4,69;7,50;-16;22029900;;;
7898378180164;SUCO MARATA GOIABA 200ML;UN;1,59;2,50;-43;;;;
7898378180041;SUCO MARATA GOIABA IL;UN;4,69;7,50;-18;20091900;;;
7898378180072;SUCO MARATA MARACUJA 1L;UN;4,69;7,50;-6;;;;
7898378180188;SUCO MARATA PESSEGO 200ML;UN;1,59;2,50;;22029900;;;
7898920195202;SUCO NUTRI LARANJA 200ML;UN;1,45;2,40;0;;;;
7898961490434;SUCO NUTRI MORANGO 1L;UN;3,99;6,50;-1;;;;
7898961490427;SUCO NUTRI MORANGO 200ML;UN;1,45;2,40;0;;;;
7898920195813;SUCO NUTRINECTAR ABACAXI 1L;UN;4,49;6,50;-6;;;;
7896327516781;SUCO PO APTI UVA;UN;0,59;1,00;;;;;
7896045112081;SUCO PO FRISCO LARANJA 18G;UN;0,60;1,00;;;;;
7898409872532;SUCO PO FRUCTUS LARANJA;UN;0,55;1,00;;21069010;;;
7898286200831;SUCO PO MARATA 30G UVA;UN;0,55;1,00;-15;21069010;;;
7898286201401;SUCO PO MARATA ABACAXI 30G;UN;0,58;1,00;;21069010;;;
7622210571496;SUCO PO TANG 18G;UN;0,86;1,50;-65;21069010;;;
7622210571816;SUCO PO TANG GUARANA 18G;UN;0,86;1,50;-45;21069010;;;
7622210571847;SUCO PO TANG LAR MAMAO 18G;UN;0,86;1,50;-31;21069010;;;
7622210571694;SUCO PO TANG MARACUJA 18G;UN;0,86;1,50;-215;21069010;;;
7622210571632;SUCO PO TANG TANGER 18G;UN;0,86;1,50;-26;21069010;;;
7622210571571;SUCO TANG LARANJA DOCINHA;UN;0,86;1,50;-32;;;;
7898378180461;SUCO TANGERINA MARATA 200ML;UN;1,59;2,50;-6;22029900;;;
7896004008820;SUCO TRINK MORANGO 15G;UN;0,55;1,00;;;;;
7896045112104;SUCO UVA FRISCO 18G;UN;0,59;1,00;;;;;
7898378180027;SUCO UVA MARATA  1L;UN;4,69;7,50;-39;22029900;;;
7898378180140;SUCO UVA MARATA CAIXA 200ML;UN;1,59;2,50;-122;22029900;;;
7898920195141;SUCO UVA NUTRINECTAR  1L;UN;3,88;6,50;-2;22029900;;;
7;SUCRILHO COLORIDO;KG;16,00;25,00;-2,664;;;;
79;SUCRILHOS ACUCARADOS;KG;16,15;25,00;-142,882;19041000;;;
154;SUCRILHOS CHOCOLATE;KG;16,15;25,00;-39,416;19041000;;;
145;SUCRILHOS SEM ACUCAR;KG;15,00;25,00;-2,036;;;;
7891149102808;SUKITA UVA GARRAFA PET 2 L;UN;4,98;7,50;-92;22021000;;;
8550;SUPLEMENTO VITAMINICO ROCHA 100ML;KG;8,60;12,00;0;07133319;;;
7896524726457;SUPREMA 1 LITRO;UN;1,89;3,00;-60;28289019;;;
0002;TACA DE ALUM E MADEIRA;UN;10,00;18,00;-2;76129019;;;
7896076001644;TALHA DE PAPEL PICCOLA;UN;3,30;5,00;-5;;;;
7622210571724;TANG MORANGO 18G;UN;0,86;1,50;;;;;
7895099216523;TAPIOCA CROCANTE DA FAZENDA 220G;UN;6,85;11,50;-3;;;;
630941584743;TAPIOCA CROCANTE FAZENDA 80G;UN;5,75;8,70;;;;;
7898994018056;TAPIOCA DA BAHIA 500G;UN;8,00;12,00;;;;;
29;TAPIOCA GRANULADA;KG;7,50;13,50;-135,736;19030000;;;
7898113940305;TAPIOCA LOPES 500G;UN;3,05;6,00;-123;21069030;;;
7898113940299;TAPIOCA PRONTA LOPES 1KG;UN;6,00;10,50;-263;19030000;;;
7894512625126;TARECO LACERDA 400G;UN;6,30;9,50;0;;;;
7897873920060;TARECOS IRON 350G;UN;6,20;9,50;-37;;;;
7894904082722;TEMPERO BAIANO 100  PURO 0,50G;UN;3,00;4,80;-113;21039021;;;
7891132083022;TEMPERO FRANGO SAZON 40G 8 UNI;UN;3,59;6,70;;21039021;;;
7891132019724;TEMPERO PARA FEIJAO SAZON 60G;UN;3,69;6,70;0;21039021;;;
7891132019038;TEMPERO SABOR AMI  SEM PIMENTA 300G;UN;4,69;7,00;-32;21039021;;;
7891132019403;TEMPERO SAZON LEGUMES 60G;UN;3,99;6,70;-28;21039021;;;
7891132019281;TEMPERO SAZON PARA CARNES 60G;UN;3,99;6,70;-62;21039021;;;
7891132019274;TEMPERO SAZON VERDE FRANGO 60G;UN;3,99;6,70;-3;21039021;;;
89898989898;TESTE TECNICO;UN;1,00;1,00;-10;;;;
7898947627014;TIJOLO CASEIRO SABORES 500G;UN;7,00;10,00;-106;20071000;;;
9366;TILAPIA;KG;28,60;50,00;0;03061790;;;
141;TILAPIA SALGADA;KG;25,00;37,50;-5,208;;;;
7896053460013;TOALHA DE PAPEL SORELLA 19CM X 22CM;UN;4,45;6,65;-3;48183000;;;
7896914002970;TOALHA PAPEL KLASS 50FLS;UN;4,29;6,50;-5;48182000;;;
7898957634613;TORRONE DIMAIS 48G;UN;1,00;2,00;;;;;
7898142864719;TORTUGUITA ENJOY DUO 28G;UN;1,39;2,20;;18063110;;;
7898142864696;TORTUGUITA SNACK BAUNILHA 28G;UN;1,39;2,20;;18063110;;;
7896058257717;TOTUGUITA MORANGO FORMATO;UN;1,65;2,50;;;;;
42;TOUCINHO SALGADO;KG;26,50;39,00;-190,498;25102090;;;
7622210573919;TRAKINAS BUBBALOO;UN;2,18;3,40;-18;;;;
7622210592750;TRAKINAS CHOCOLATE;UN;2,18;3,40;-135;19053100;;;
7622210573933;TRAKINAS TORTINHA LIMAO;UN;2,18;3,40;-24;;;;
14;TRIGO PARA KIBE;KG;7,80;12,00;-60,07;;;;
7898221856031;TUBAINA 200ML;UN;1,49;2,50;;;;;
7896061302558;TUCS CRUSH PRESUNTO 50G;UN;0,95;1,60;;;;;
2000155190276;UN DESCARTAVEL C/ 100 50 ML;KG;9,00;23,00;0;19053100;;;
2000155190277;UN PLASTICO ABNT UNZAN C/100;KG;9,00;15,00;0;19053100;;;
9403;UVA PASSA PRETA;KG;20,00;32,00;0;25010011;;;
77;UVA PASSAS PRETA;KG;21,00;36,00;-10,984;;;;
7898912692122;VASSOURA GRACIOSA P2000 MADEIRA;UN;5,89;9,00;;96039000;;;
7898927066208;VASSOURA NILON;UN;8,90;14,00;-7;;;;
7898912692139;VASSOURA P2000 GRACIOSA;UN;6,00;9,00;-15;;;;
129;VASSOURA PIACAVA;UN;8,00;12,00;-3;;;;
7898650900336;VASSOURA PLURI PLUS;UN;7,49;11,50;-20;;;;
7898912692368;VASSOURA VARRE CANTO;UN;7,45;11,50;-21;;;;
7891035209000;VEJA GOLD CAMPESTRE 500ML;UN;4,99;7,50;;30024115;;;
7891035800214;VEJA GOLD ORIGINAL 500ML;UN;5,25;7,35;-5;34025000;;;
7891035210006;VEJA GOLD ORIGINAL 500ML;UN;4,99;7,50;0;30024115;;;
126;VELA 7 DIAS;UN;6,00;9,50;-119;34060000;;;
125;VELA PALITO 8UN PEQUENA;UN;5,00;8,00;-99;34060000;;;
124;VELA PALITO 8UND N9;UN;6,00;9,50;-80;34060000;;;
7898908593310;VINAGRE ALMAROMI 400ML MACA;UN;6,50;10,50;;22090000;;;
12222;VINAGRE BRANCO CASTELO;KG;42,00;65,00;0;21069030;;;
7898908593617;VINAGRE ORGANICO ALMARONI;UN;15,60;23,50;-13;;;;
7896048284792;VINAGRE VITALIA COLORIDO;UN;1,75;3,00;-86;22090000;;;
7898191620021;VINHO GENGIBRE QUENTINHO 600ML;UN;4,70;10,00;0;22072020;;;
7898080640826;VITAMINA ITALAKINHO  200ML;UN;1,59;2,50;-130;22029900;;;
7896024760647;WAFER CHOCOLATE PIRAQUE 100G;UN;2,65;4,00;-17;;;;
7898530842572;WAFER DADINHO CHOCOLATE;UN;1,99;3,20;;;;;
7896024760654;WAFER MORANGO PIRAQUE 100G;UN;2,69;4,00;-9;;;;
7891203057075;WAFER PANCO CHOCOLATE;UN;2,99;4,50;;19053200;;;
7896024760678;WAFER PIRAQUE LIMAO;UN;2,65;4,00;-14;;;;
7896071025416;WAFER TODDY 94G CHOCOLATE E MORANGO;UN;2,19;4,00;-1;19053200;;;
7897795558631;XAROPE DA VOVO;UN;5,50;10,00;-81;19053100;;;
7897795558630;XAROPE DA VOVO ISABEL;UN;5,50;10,00;-2;;;;
7898042159472;XAROPE DA VOVO ISABEL POTE PLASTICO;UN;5,50;10,00;-66;;;;
163;XAROPE DA VOVO ISABEL POTE PLASTICO;UN;5,00;9,00;;;;;
MERLUZASALGADANAC;XAROPE SAUDE DA MULHER;KG;35,00;52,90;0;03056990;;;
7891156011018;YAKULT HILINE;UN;3,49;5,20;0;;;;
7891156010011;YAKULT TAFFMAN E;UN;3,69;5,50;-4;21069030;;;
7896094910904;"ZERO-CAL ADOCANTE LIQ100ML";UN;6,45;9,80;-19;21069090;;;
