gtin;nome;unidade;valorVenda;valorCompra;estoqueAtual;codigoNCM;codigoCEST;produtoBalanca;balancaCaixa
7896102500493;ERVILHA QUERO LATA 170G;UN;2,89;4,80;-15;20054000;;;
50;ERVILHA VERDE GRANEL;KG;7,70;12,50;-10,95;;;;
7898395842632;ESC D CLEAN QUALITY FRESH;UN;2,35;4,50;;96032100;;;
7891024184509;ESCOVA CLASSIC COLGATE;UN;4,69;7,50;-2;;;;
7908635100627;ESCOVA DENTAL NAVY FRESH INFANTIL;UN;2,25;4,00;0;;;;
7908635100634;ESCOVA DENTAL VAVY FRESH;UN;2,25;4,00;0;;;;
7891024024386;ESCOVA MACIA COLGATE ESSENCIAL;UN;3,60;7,50;-4;96032100;;;
7898650900572;ESCOVA PLASTICA COM ALCA;UN;3,90;6,50;-1;;;;
7896090100101;ESPONJA A�O ASSOLAN 45G 8UN;UN;1,69;2,50;-50;73231000;;;
7896001004504;ESPONJA ESFREBOM MULTIUSO DUPLA FACE;UN;1,65;2,65;-77;68053090;;;
92;ESTEIRA TABOA;UN;19,50;35,00;-1;;;;
10007358;ESTILINGUE;UN;1,80;7,00;0;95069900;;;
7897873011621;EXTRATO DE PIMENTA TALISCA 60 ML;KG;7,65;11,80;-13;07096000;;;
7896102502183;EXTRATO DE TOMATE QUERO 130G TP;UN;1,99;3,00;-9;7095400;;;
7897795558624;EXTRATO SINUSIL NATURAL;UN;3,00;8,00;-5;33074900;;;
7896102502213;EXTRATO TOMATE 190G QUERO;UN;3,65;6,00;-10;7095400;;;
7896292313767;EXTRATO TOMATE SOFRUTA 190G;UN;2,49;4,50;-5;20021000;;;
7896235800088;EXTRATO XAVANTE TOM 190GR;UN;1,99;3,00;-3;7095400;;;
7894900030013;FANTA LARANJA ORIGINAL LATA 350ML;UN;2,09;4,00;;22021000;;;
7898144420111;FAR DE TRIGO TIA OFELIA 1KG;UN;2,69;4,50;-27;11010010;;;
51;FARELO DE AVEIA GRANEL;KG;7,00;12,00;-34,632;;;;
7898366930016;FARINHA  MILHO VITAMILHO CUSCUZ;UN;1,79;2,70;-76;11022000;;;
18;FARINHA ACARAJE;KG;8,00;12,00;-32,698;11029000;;;
56;FARINHA DAGUA;KG;6,80;12,00;-118,2;11062000;;;
03;FARINHA DE LINHACA DOUR.;KG;10,00;22,00;-1,634;22072020;;;
62;FARINHA DE MANDIOCA  GROSSA;KG;3,80;7,50;-1041,63;11062000;;;
415;FARINHA DE MANDIOCA TORRADINHA SERGIPE;KG;8,00;13,00;0;11062000;;;
23;FARINHA DE MILHO AMARELA;KG;8,30;14,00;-38,358;11022000;;;
22;FARINHA DE MILHO BRANCO;KG;13,80;23,90;-27,72;11022000;;;
17;FARINHA DE ROSCA;KG;7,90;12,00;-37,006;19059020;;;
7896090082933;FARINHA DE TRIGO ADRIA 1KG;UN;3,89;5,90;;;;;
7898935470462;FARINHA DE TRIGO MARGARIDA;UN;2,79;4,50;-6;;;;
7896419431015;FARINHA DE TRIGO TIPO 1 ANACONDA PACOTE 1KG;UN;4,39;6,50;;11010010;;;
63;FARINHA FINA PARANA;KG;3,80;7,50;-1762,174;04061090;;;
65;FARINHA FINA PERNANBUCO;KG;7,20;11,90;-1772,039;11062000;;;
66;FARINHA GOMADA DA BAHIA;KG;7,00;11,90;-468,406;;;;
67;FARINHA MEDIA DA BAHIA;KG;7,00;11,90;-711,388;;;;
64;FARINHA QUEBRADINHA PERNAMBUCO;KG;7,00;11,90;-597,962;11062000;;;
7898665611524;FARINHA TRIGO FIDALGA 1KG;UN;2,89;4,50;-14;11010010;;;
7891080147951;FARINHA TRIGO PRIMOR 1KG;UN;2,99;4,50;-19;11010010;;;
7891965129799;FAROFA PRONTA HIKARI 400G;UN;4,49;6,80;;;;;
7898416527548;FAROFA PRONTA KISABOR;UN;3,48;6,80;-19;;;;
7898960982213;FAROFA TRADICIONAL TERRINHA 400G;UN;4,39;5,90;-7;19019090;;;
7891095911486;FAROFA TRADICIONAL YOKI 400G;UN;3,29;6,50;-69;;;;
7500435011303;FAVA AMARELA;UN;2,75;9,00;0;82121020;;;
111;FAVA BRANCA;KG;21,50;30,00;-64,688;07135010;;;
108;FAVA RAJADA VERMELHA;KG;21,50;30,00;-40,97;07131010;;;
140;FECULA DE BATATA A GRANEL;KG;8,80;15,00;-1,312;;;;
112;FEIJAO ANDU;KG;13,50;16,00;-111,102;07133311;;;
32;FEIJAO BRANCO;KG;15,30;23,00;-229,87;07133321;;;
7896116900029;FEIJAO CARIOCA KICALDO;UN;5,69;7,80;-116;;;;
7896401100042;FEIJAO CARIOCA MAXIMO;UN;5,70;8,50;-11;07133110;;;
31;FEIJAO DE CORDA;KG;7,20;12,00;-1024,728;07133510;;;
30;FEIJAO FRADINHO K;KG;5,50;10,00;-317,52;07133510;;;
165;FEIJAO JALO;UN;11,00;16,00;0;;;;
33;FEIJAO PRETO;KG;6,79;11,00;-625,11;07133510;;;
110;FEIJAO RAJADO;KG;12,79;17,00;-44,932;;;;
26;FEIJAO ROXINHO;KG;9,60;15,00;-12,818;;;;
7896006744115;FEIJAO TIPO 1 CAMIL  1KG;UN;5,53;8,00;0;07133399;;;
167;FEIJAO VERMELHO;KG;13,00;19,50;-5,006;;;;
7891048040003;FERMENTO EM PO DR. OETKER 100G;UN;2,99;4,80;;21023000;;;
7622300119621;FERMENTO EM PO ROYAL 100G;UN;2,99;4,80;-10;21023000;;;
7896545500050;FERMENTO ITAIQUARA 100G;UN;2,05;4,00;-32;21023000;;;
7896005279489;FERMENTO PO D BENTA 100G;UN;2,89;4,35;-6;21023000;;;
7896433641025;FIAMBRE KITUT LT 320GR;UN;8,39;13,50;-12;16025000;;;
00000000000000000009;FIGADO ALEMAO;UN;0,79;1,50;0;21069010;;;
7896005803714;FILTRO DE PAPEL 3 CORACOES 102;UN;2,00;4,30;-2;48232099;;;
7896005803721;FILTRO DE PAPEL 3 CORACOES 103 COM 30 UNIDADES;UN;3,29;4,80;;48232099;;;
7891021001946;FILTRO DE PAPEL MELITTA 103 30UND;UN;2,99;4,80;-22;48232099;;;
7891021002103;FILTRO PAPEL BRIGITTA 102 30UND;UN;2,59;4,30;-20;48232099;;;
7891021002127;FILTRO PAPEL BRIGITTA 103 C/30;UN;3,19;4,80;-39;48232099;;;
7896976600305;FILTRO PERMANENTE CAFE TRIUTIL 103;UN;2,99;6,00;;63079090;;;
7898591450686;FINI BANANA 15G;UN;0,84;1,50;-8;17049020;;;
7898591450709;FINI18G MINHOCAS CITRICAS;UN;0,84;1,50;-5;17049020;;;
7896184800177;FLOCAO ARROZ NUTRIVITA;UN;2,70;4,50;-205;11041900;;;
7896038360192;FLOCAO DE ARROZ URBANO 500G;UN;2,89;4,50;-3;11041900;;;
7896481130137;FLOCAO DE MILHO CORINGA;UN;2,75;4,25;-445;11022000;;;
7898932426042;FLOCAO DE MILHO MARATA;UN;1,89;3,25;-21;19041000;;;
7896184800504;FLOCAO DE MILHO NUTRIVITA 500G;UN;1,60;3,00;-1294;11041900;;;
7892840823221;FOFURA ASSADO REQUEIJAO 60G;UN;1,99;3,00;;;;;
7898958607067;FOLHA DE  ALUMINIO LIFE CLEAN 4MTS 45CM;UN;3,89;6,00;;76071190;;;
7896300500028;FOLHA DE ALUMINIO PRATSY 7,5M 45CM;UN;6,99;11,00;;76072000;;;
7898930672434;FOLHA DE ALUMINIO WYDA 30CM 4M;UN;2,20;3,70;-22;76071110;;;
7896007912124;FOSFORO PINHEIRO  PC C/10;UN;3,90;5,90;-23;20071000;;;
2020;FOSFORO PINHEIRO UN;UN;0,40;0,60;0;36050000;;;
118;FOSFORO UND;UN;0,39;0,80;-78;;;;
27;FUBA KG;KG;4,70;7,50;-98,534;11022000;;;
7890483574449;FUMO E CORDA PEDACO;UN;2,50;4,90;0;20079990;;;
7890483574647;FUMO SABIA 45G;UN;3,40;5,50;0;20079100;;;
7891164004590;GAMELA CRUA MEDIA;KG;20,00;36,00;0;16010000;;;
7891164130749;GEL CARTILAGEM DE TUBARAO BIO INSTINTO - 200G;KG;22,90;39,00;0;02101200;;;
7891349103300;GEL MASSAGEADOR ARNICA E COPAA�BA BIO INSTINTO - 200G;UN;1,88;4,00;0;22030000;;;
7896327516187;GELATINA APTI MARACUJA;UN;1,19;2,50;;;;;
7896327516118;GELATINA APTI MORANGO;UN;1,19;2,50;;;;;
7891048050606;GELATINA DR.OETKER ABACAXI 20G;UN;1,39;2,20;-1;21069029;;;
7891048050620;GELATINA DR.OETKER CEREJA;UN;1,29;2,00;-2;21069029;;;
7891048050644;GELATINA DR.OETKER DE LIMAO 20G;UN;1,39;2,20;-8;21069029;;;
7891048050651;GELATINA DR.OETKER MARACUJA 20G;UN;1,39;2,20;-8;21069029;;;
7896005210789;GELATINA SOL UVA;UN;1,19;2,50;;;;;
7898916542058;GELEIA DE MOCOTO PODEROSA;UN;6,90;10,50;-1;20079990;;;
010;GELEIA DE MOCOTO PODEROSA 250 GR;UN;3,15;5,50;0;17019900;;;
7898916542041;GELEIA DE MOCOTO PODEROSA 250G;UN;6,35;10,50;-69;20079990;;;
7897350511408;GELEIA MOCOTO ALGAGEL 50G;UN;1,50;2,40;-24;20071000;;;
02;GERGELIM BRANCO GRANEL;KG;20,00;31,00;-3,856;;;;
139;GERGELIM PRETO A GRANEL;KG;18,00;31,00;-0,934;20081100;;;
113;GIRASSOL GRAUDO;KG;9,00;14,00;-96,166;;;;
7898970806028;GLICOMEL 280G;UN;4,30;7,50;;;;;
7898970806035;GLICOMEL DORDESTINO 680G;UN;5,55;10,00;-12;;;;
7898634910092;GLICOMEL ITAJAI DO SUL 280G;UN;4,55;7,50;;17019100;;;
7893000444232;GLICOMEL JATAI 280 GR;UN;4,30;7,00;0;16010000;;;
7898936440761;GLICOMEL JATAI LT;UN;9,40;15,00;0;17024020;;;
7898719390009;GLICOMEL MELATAI DO NORTE 1,25KG;UN;8,12;16,00;-56;;;;
7898719390016;GLICOMEL MELATAI DO NORTE 68OG;UN;6,00;10,00;-6;;;;
7898970806004;GLICOMEL NORDESTINO 1,25KG;UN;9,00;16,00;-11;;;;
7897977903716;GOIABADA AMORE 300G;UN;2,39;4,00;;20071000;;;
007;GOIABADA CASCAO KG;KG;11,70;20,00;-101,796;;;;
7897456601249;GOIABADA MINEIRAO CASCAO 300GR;UN;5,50;8,50;-34;20079910;;;
7897456600921;GOIABADA MINEIRAO CASCAO 400G;UN;7,00;11,00;-15;20079910;;;
7893076000388;GOIABADA PREDLECTA 350 GR;UN;7,50;6,00;0;48181000;;;
7896292313910;GOIABADA SOFRUTA 300G;UN;2,19;3,75;-5;;;;
7898045700336;GOIABADA VAL 300GR;UN;2,69;4,25;-44;20079990;;;
7896235800040;GOIABADA XAVANTE LATA 600G;UN;10,50;16,50;-15;20079924;;;
7896235800149;GOIABADA XAVANTE TAB 300G;UN;2,49;3,80;-17;20071000;;;
7896451911582;GOMA DOCIGOMA DOCILE SORT 30G;UN;0,49;1,00;;17049020;;;
7896058506105;GOMA FRUTAS SORTIDAS GOMETS 32G;UN;0,60;1,00;;17041000;;;
7896289900581;GOMA MANDIOCA AKIO PCT 500G;UN;3,50;5,00;-2;19030000;;;
60;GOMA PARA TAPIOCA K;KG;6,04;10,00;-439,65;19030000;;;
7896058506099;GOMETS IOGURTE 32G;UN;0,56;1,00;;20079926;;;
606529057336;GOTAS DECAN DE VELHO C SUCUPIRA;UN;4,00;8,00;-2;;;;
122;GOTAS DO ZECA;UN;4,00;8,00;-7;;;;
48;GRANOLA KOBBER 1KG BAN E MEL;KG;20,00;30,00;-9,098;19049000;;;
16;GRAO DE BICO;KG;14,80;25,00;-33,606;;;;
7894904082718;GUACO EM FOLHA;UN;0,70;1,50;-3;;;;
138;GUARANA ANTARCTICA 1L;UN;3,35;5,00;-8;;;;
7891991016124;GUARANA ANTARCTICA ZERO 200ML;UN;1,19;2,00;;22021000;;;
7894900941838;GUARANA JESUS 250ML;UN;3,10;4,80;-4;;;;
7894900941159;GUARANA JESUS LATA 350ML;UN;4,00;6,00;-13;;;;
7896110083254;GUARDANAPO 24X22 SANTEPEL 50UN;UN;1,95;3,20;-4;48183000;;;
7896301800028;GUARDANAPO COQUETEL 21X23CM - 50UND;UN;1,55;3,10;-3;48183000;;;
7896061934285;GUARDANAPO DE PAPEL FOLHA  KITCHEN COM 50 UNIDAD;UN;1,85;3,20;;48183000;;;
7898460932688;GUARDANAPO SELECT;UN;1,85;3,20;;;;;
7892840812737;H2OH CITRUS GARRAFA PET;UN;2,79;4,50;0;22021000;;;
7892840812423;H2OH LIMAO 500ML;UN;2,89;4,50;-3;;;;
7894904082704;HIBISCO 75G;PC;3,35;6,00;-41;21069030;;;
90;INHAME;KG;12,80;19,80;-140,802;;;;
070330909229;ISQUEIRO BIC MAX;UN;4,32;6,50;-57;96131000;;;
070330913431;ISQUEIRO BIC MINI;UN;2,90;4,50;-37;96131000;;;
78;ISQUEIRO VARIOS;UN;1,30;2,50;-47;;;;
7898634910016;ITAJAI DO SUL 1,25K;UN;8,50;16,00;;;;;
7898634910030;ITAJAI DO SUL 280G;UN;4,00;7,50;-1;;;;
7898634910085;ITAJAI DO SUL 680G;UN;5,75;10,00;-26;;;;
7898080640239;ITALAKINHO CHOCOLATE;UN;1,25;2,50;-11;;;;
7898080642844;ITALAKINHO MORANGO 200ML;UN;1,59;2,50;-81;;;;
88;JABA UNIAO PONTA DE AGULHA;KG;34,40;52,00;-999,356;09030090;;;
25;JATAI DO NORTE 250G;UN;4,00;7,50;-53;;;;
7896048284778;KAROLINA DO COCO;UN;2,70;4,30;0;22090000;;;
7898141886064;KAROLINA DO COCO 150G;UN;3,30;5,25;-46;20079990;;;
7897589659032;KAROLINA SABIA 200G;UN;3,30;5,25;-14;;;;
7896102502763;KATCHUP TRAD QUERO 200G;UN;4,25;6,50;-26;21032010;;;
7896102502756;KATCHUP TRAD QUERO 400G;UN;6,49;9,80;-18;21032010;;;
7898075643993;KETCHUP CAMPO BELO 200G;UN;2,49;3,90;;;;;
7896490288812;KIMIMO AMIDO DE MILHO 200G;UN;3,89;5,80;-20;11081200;;;
7896031203359;KITUT FIAMBRE 320;UN;8,39;13,50;-11;;;;
7896695305079;LAMBEDOR ALHO ROMA CANELA EUCALIPTO;UN;3,75;6,00;;;;;
7898266320061;LAMBEDOR DE ACEROLA TAITHI;UN;4,00;6,00;-1;;;;
7898266320054;LAMBEDOR DE GUACO TAITHI;UN;4,00;6,00;-8;;;;
7898266320085;LAMBEDOR DE HORTELA;UN;3,75;6,00;-2;;;;
5645689;LAMBEDOR DE ROMA 250G;UN;6,00;2,00;0;44219100;;;
7896087200036;LAMBEDOR SAUDE DA MULHER 260G;UN;40,00;12,00;0;22089000;;;
7898266325080;LAMBEDOR SETE ERVAS TAITHI;UN;4,00;6,00;-2;;;;
69;LAMINAS WILKINSON CX C 3 LAM;UN;1,50;2,50;-91;;;;
7899452011480;LAMPADA 9W AVANT;UN;5,00;8,50;0;85392200;;;
7899452011503;LAMPADA AVANT 12W;UN;7,00;10,00;-4;85391090;;;
7897013585661;LAMPADA ELGIN 30W;UN;12,35;19,75;;;;;
7897013586255;LAMPADA ELGIN BULBO LED 12W;UN;5,29;10,00;-9;85393100;;;
7897013586279;LAMPADA ELGIN BULBO LED 15W;UN;5,64;12,00;;85393100;;;
7897013586231;LAMPADA ELGIN LED 9W BIVOLT;UN;2,79;5,50;-2;85393100;;;
7899710006579;LAMPADA KIAN 15W;UN;10,00;12,00;-7;85391010;;;
4058075783997;LAMPADA LEDVANCE 12W;UN;6,99;10,00;-1;;;;
4058075784086;LAMPADA LEDVANCE 15W;UN;8,99;12,00;-4;;;;
4058075528550;LAMPADA OSRAM 8W;UN;3,00;5,50;-3;;;;
7897754708268;LANCHINHO DOCES BRASIL 150G;UN;3,60;5,50;-73;19053100;;;
7896021626977;LAVA LOUCAS LIQUIDO ODD 500ML CLEAR;UN;1,75;2,75;;30024115;;;
7891150086524;LAVA ROUPA BRILHANTE 800G;UN;6,99;11,50;-3;;;;
7898948339220;LAVA ROUPAS ARES;UN;4,29;6,25;-16;;;;
7891150091511;LAVA ROUPAS BRILHANTE 800G;UN;6,99;11,50;-43;;;;
7891150091481;LAVA ROUPAS BRILHANTE ANTIBAC 800G;UN;6,49;10,90;;;;;
7896098909720;LAVA ROUPAS TIXAN 400G;UN;5,00;7,50;-42;34022000;;;
7896098909751;LAVA ROUPAS TIXAN 800G;UN;6,99;10,90;-16;;;;
7896098902790;LAVA ROUPAS TIXAN ANTBAC 800G;UN;6,99;10,90;-5;;;;
7896098909737;LAVA ROUPAS TIXAN YPE 500G;UN;5,00;7,50;-17;;;;
7896527702618;LAVA ROUPAS TRIEX 800G;UN;4,40;6,80;-11;34025000;;;
7896060401832;LAVA ROUPAS URCA 800G;UN;3,79;6,25;;;;;
7891150093881;LAVA-ROUPAS  BRILHANTE 800G;UN;6,49;10,90;-30;34011110;;;
7896098909744;LAVA-ROUPAS PO TIXAN YPE 800G;UN;6,99;10,90;-23;340250;;;
7896283800818;LEITE  DESNATADO JUSSARA 1 LITRO;UN;4,59;7,00;-1;04011010;;;
7896034610031;LEITE  DESNATADO PARMALAT 1 LITRO;UN;4,49;6,50;-7;04011010;;;
7896183202187;LEITE  INTEGRAL QUATA CAIXA 1L;UN;4,69;6,50;-5;04012010;;;
7891164027339;LEITE AURORA INTEGRAL 1L;UN;4,29;6,00;0;04012010;;;
7891164028237;LEITE AURORA INTEGRAL 1L;UN;4,47;6,00;-50;04012010;;;
7896028014487;LEITE COCO MENINA 500ML;UN;7,49;12,00;-11;20098990;;;
7898080640413;LEITE CONDENSADO ITALAC 395G;UN;4,89;7,80;-246;04029900;;;
7896354000048;LEITE CONDENSADO MARAJOARA TP 198G;UN;2,79;4,25;-65;04029900;;;
7891030300207;LEITE CONDENSADO MOCOCA MIS LAC 395G;;3,45;5,40;-9;04029900;;;
7896294901863;LEITE CONDENSADO PAULISTA 395G;UN;4,59;6,90;;;;;
7898215152002;LEITE CONDENSADO PIRACANJUBA 395G;UN;4,79;7,25;-15;04029900;;;
7896028014494;LEITE DE COCO 200ML MENINA VD;UN;2,29;4,50;-69;20098990;;;
7898903302016;LEITE DE COCO DUBOM;UN;1,45;3,00;0;20098990;;;
7896016601835;LEITE DE COCO DUCOCO 500ML;UN;11,00;16,50;-4;;;;
7898910048013;LEITE DE COCO INDIANO 500ML;UN;7,29;11,00;;;;;
7896004400297;LEITE DE COCO MAIS COCO 200ML;UN;2,99;5,00;-16;20098990;;;
7896004401140;LEITE DE COCO MAIS COCO 500ML;UN;8,00;12,90;-2;20098990;;;
47896004401140;LEITE DE COCO MAIS COCO500ML;;8,00;13,00;;20098990;;;
7898370100337;LEITE DE COCO SABOR NORDESTE 500ML;UN;7,49;12,00;;20098990;;;
7898406780717;LEITE DE COCO SERIGY 200ML;UN;2,99;4,50;;20098990;;;
7896004400075;LEITE DE COCO SOCOCO 200ML;UN;3,99;7,90;-59;20098990;;;
7896004400372;LEITE DE COCO SOCOCO TP 200ML;UN;4,29;6,50;;;;;
7898080640635;LEITE DESNATADO ITALAC 1L;UN;4,39;6,25;-24;04011010;;;
7896051111702;LEITE DESNATADO ITAMBE 1L;UN;4,85;7,00;-5;04011010;;;
7898215151722;LEITE DESNATADO PIRACANJUBA 1L;UN;5,49;7,00;-20;04011010;;;
7898080640369;LEITE EM PO INTEGRAL  400G ITALAC;UN;13,90;19,90;;04022110;;;
7891164027704;LEITE EM PO INTEGRAL AURORA 400GR;UN;12,90;19,90;;04022110;;;
7891103206146;LEITE INTEGRAL CLASSIC LT;UN;3,59;5,00;-5;;;;
7898080640611;LEITE INTEGRAL ITALAC 1L;UN;3,99;6,00;-249;04012010;;;
7896283800801;LEITE INTEGRAL JUSSARA 1 LITRO;UN;4,29;6,00;-113;04012010;;;
7896034610017;LEITE INTEGRAL PARMALAT 1 LITRO;UN;4,97;7,00;-50;04012010;;;
7898215151708;LEITE INTEGRAL PIRACANJUBA 1L;UN;3,59;5,00;-41;04012010;;;
7896504300073;LEITE INTEGRAL SANTA CLARA;UN;4,09;5,75;-44;;;;
7896185312716;LEITE INTEGRAL SHEFA 1L;UN;4,23;6,00;-13;04012010;;;
7898215157403;LEITE NINHO INTEGRAL 1L;UN;4,97;6,50;-23;04012010;;;
7891025101598;LEITE PAULISTA DESNATADO;UN;4,49;6,70;-1;04012010;;;
7898215152439;LEITE PO INSTANT PIRACANJUBA 400G;UN;14,20;19,90;-17;04022110;;;
7891164027681;LEITE PO INSTANTANEO  AURORA 400G;UN;10,90;18,50;-35;04022110;;;
7896256604931;LEITE PO INSTANTANEO  TIROL 400G;UN;11,85;17,90;-9;04022110;;;
7898080641694;LEITE PO ITALAC 400G INSTATANEO;UN;11,99;17,90;-9;04022110;;;
7896256601848;LEITE TIROL INTEGRAL;UN;4,49;6,50;-73;;;;
7896256600223;LEITE TIROL INTEGRAL;UN;4,49;6,50;-66;;;;
7896051111528;LEITE UHT SEMIDESNATADO ITAMBE  1L;UN;4,15;5,60;;04011010;;;
15;LENTILHA;KG;17,20;27,50;-26,448;07134090;;;
147258369;LICOR DE JENIPAPO;UN;3,00;2,50;0;25010020;;;
7896098900826;LIMPADOR  TIRA-MANCHAS YPE 500ML;UN;2,49;3,90;-3;30024115;;;
7891242224025;LIMPADOR  UAU ROSAS E SEDUCAO 500ML;UN;3,65;5,50;;30024115;;;
7896098905890;LIMPADOR MULT YPE ANTIBAC 500ML;UN;2,49;3,90;-4;30024115;;;
7891242211186;LIMPADOR UAU ACAO CLAREADORA 500ML;UN;3,39;5,50;-4;30024115;;;
7896098900819;LIMPADOR YPE MULTIUSO VERDE;UN;2,49;3,90;-2;34029021;;;
44;LINGUICA CALABRESA DEFUMADAKG;KG;16,80;29,90;-1236,362;16010000;;;
43;LINGUICA PAIO AURORA;KG;30,50;49,00;-75,13;16010000;;;
7891164005825;LINGUICA PAIO AURORA 400G;UN;12,04;19,00;-4;16010000;;;
37;LINGUICA SECA BOVINA;KG;10,00;17,00;-567,262;;;;
7896499902658;LOBITS REQUEIJAO 40G;UN;1,19;2,00;;;;;
7898939183726;LOCAO MILAGOSA BIO 30ML INSTITO;UN;3,50;7,00;-6;;;;
45;LOMBO SUINO SALGADO;KG;21,50;27,00;-93,546;02031900;;;
7896183202194;LONGA VIDA QUATA DESNATADO CAIXA 1L;UN;4,49;6,70;;04011010;;;
7894904082710;LOURO EM FOLHA;UN;0,50;1,25;-277;44072940;;;
7896022200206;"MACARRAO  PARAFUSO RENATA 
 500G";UN;2,49;4,25;;19021100;;;
7896205788040;MACARRAO ADRIA COM OVOS ESPAGUETE - 8 500G;UN;2,69;4,50;-30;19021100;;;
132;MACARRAO ADRIA ESPAGUETE;UN;2,69;4,50;-13;;;;
7896205788156;MACARRAO ADRIA PARAFUSO 500G;UN;2,69;4,25;;19021100;;;
7896024210111;MACARRAO CAMIL PARAFUSO 500G;UN;2,69;4,50;;;;;
7896005286579;MACARRAO DONA BENTA 500G ESPAGUETE;UN;2,69;4,25;0;19021900;;;
7897721410002;MACARRAO ESPAGUETE  500G PETYBON;UN;2,89;4,50;-73;19021100;;;
7898497683003;MACARRAO ESPAGUETE SELECT 500G;UN;2,00;3,50;-3;;;;
7896213006587;MACARRAO ESPAGUETE VITARELLA;UN;2,49;3,75;-20;;;;
7896022200213;MACARRAO OVOS RENATA 500G PENA;UN;2,79;4,50;-3;19021100;;;
7896005286593;MACARRAO PARAF D BENTA 500G;UN;2,69;4,25;-55;19021900;;;
7897721410071;MACARRAO PARAFUSO PETYBON;UN;2,99;4,50;-66;19021100;;;
7896205788217;MACARRAO PENA ADRIA 500G;UN;2,69;4,50;;;;;
7891000285800;MAGGI CALDO CARNE PO 35G;UN;1,69;2,50;;21041011;;;
7891000310199;MAGGI CALDO LEGUMES PO 35G;UN;1,55;2,50;-6;21041011;;;
7891700206921;MAIONESE ARISCO TRADICIONAL 500G;UN;4,99;7,50;-5;21039011;;;
7894000050027;MAIONESE HELLMANNS 250G;UN;5,50;8,90;-1;;;;
7891150027800;MAIONESE HELLMANNS 335G;UN;10,29;14,50;;;;;
7894000050034;MAIONESE HELLMANNS 500G;UN;9,50;14,25;-14;;;;
7896036099742;MAIONESE LIZA 450G;UN;4,79;7,25;-2;;;;
7896036099759;MAIONESE LIZA CASEIRA;UN;2,49;7,90;-6;;;;
7896102509434;MAIONESE QUERO 200G;UN;2,89;4,50;-6;21039011;;;
7896102584998;MAIONESE QUERO POTE 495G;UN;6,00;9,00;-3;21039011;;;
7894904271368;MAIONESE SOYA 500G;UN;3,59;6,00;-4;;;;
7896331100051;MANTEIGA AVIACAO COM SAL LATA;UN;15,90;23,90;-25;04051000;;;
7899694872313;MANTEIGA DE GARRAFA 500 GR;UN;18,00;27,00;-14;04051000;;;
7897153001335;MANTEIGA FRIZZO 200G;UN;7,40;11,50;-42;;;;
7899694872320;MANTEIGA GFA RAINHA DO NORTE200G;UN;9,00;14,00;-43;04051000;;;
7891030000022;MANTEIGA MOCOCA 200G COM SAL LATA;UN;11,60;18,00;;04051000;;;
7898133620508;MANTEIGA TOURINHO 200G;UN;12,80;19,50;-7;04051000;;;
7898133620232;MANTEIGA TOURINHO 200GR SEM SAL;UN;11,35;19,50;-24;04051000;;;
7898286202231;MARATA LIQUIDO SACARINA;UN;2,79;4,50;-18;21069010;;;
7891515555245;MARGARINA COM SAL BECEL POTE 250G;UN;4,72;7,25;;15179090;;;
7893000394209;MARGARINA CREM C SAL QUALY 500G;UN;6,60;9,90;-105;15171000;;;
7893000394117;MARGARINA CREM QUALY C SAL 250G;UN;3,63;5,50;-127;15171000;;;
7894904271535;MARGARINA DELICIA C SAL 250G;UN;2,89;4,50;-77;15171000;;;
7894904271528;MARGARINA DELICIA COM SAL 500G;UN;4,89;7,50;-21;;;;
7894904574780;MARGARINA DORIANA 250G;UN;2,99;4,50;;;;;
7897350511439;MARIA MOLE 40G;UN;1,30;2,25;-4;20079990;;;
7896181705130;MARIOLA DE BANANA 300G;UN;10,00;15,00;;;;;
7897754708213;MARIOLA DOCES BRASIL C NORD 300G;UN;5,25;8,50;-59;20079910;;;
7897754708183;MARIOLA DOCES BRASIL C NORD LISA 300G;UN;5,25;8,50;-41;20079910;;;
7890483574746;MARIOLINHA CAJU SABIA;UN;3,40;5,40;-4;;;;
166;MASA PUBA 500G;UN;4,40;7,50;0;;;;
7898961120010;MASSA DE MANDIOCA PUBA 1K;UN;8,80;14,00;-7;;;;
7896545506229;MASSA P BOLO ITAIQUARA LARANJA;UN;2,99;4,50;;;;;
7896292370050;MASSA PUBA DE MANDIOCA 1K;UN;3,30;5,50;-1;20079990;;;
7891962007366;MAXI BARRINHA BAUDUCCO CHOC.;UN;0,99;1,60;-36;18069000;;;
7898495891950;MEL MIROMEL BISN PURO SILVESTRE 300 ML;UN;25,00;20,00;0;04090000;;;
7898495895828;MEL MIROMEL BISN PURO SILVESTRE 500 ML;UN;45,00;25,00;0;04090000;;;
7898387700018;MEL NATURAL 250G FLOR DE LAR;UN;11,00;18,00;-96;;;;
7898387700032;MEL NATURAL EUCALIPTO 450G;UN;18,00;28,50;-25;;;;
7898387700049;MEL NATURAL EUCALIPTO 750G;UN;24,00;38,50;-15;;;;
7898929994882;MELADO DE CANA JR300G;UN;4,60;7,80;-48;;;;
119;MERLUZA SALGADA NAC .;KG;36,00;55,00;-0,744;03053100;;;
109;MILHO COMUM;KG;2,20;3,40;-444,363;;;;
54;MILHO DE CANJICA AMARELA;KG;4,00;7,00;-113,652;22084000;;;
53;MILHO DE CANJICA BRANCA;KG;6,30;10,50;-245,782;22084000;;;
7898930142111;MILHO ETTI LATA;UN;2,79;4,50;-11;;;;
